WDID,Water Source
5301023,DEEP CREEK
5301032,SWEETWATER CREEK
5301034,TOPONAS CREEK
5301035,ELK CREEK
5301036,DEEP CREEK
5301037,SWEETWATER CREEK
5301038,SWEETWATER CREEK
5301039,NORTH FORK CEDAR CREEK
5301040,NORTH FORK CEDAR CREEK
5301041,ROCK CREEK
5301042,TRAIL CREEK
5301043,ROCK CREEK
5301045,TOPONAS CREEK
5301046,COLORADO RIVER
5301047,SWEETWATER CREEK
5301048,SWEETWATER CREEK
5301049,SWEETWATER CREEK
5301050,DERBY CREEK
5301051,GRIZZLY CREEK
5301055,ELK CREEK
5301056,COLORADO RIVER
5301057,EGERIA CREEK
5301058,EGERIA CREEK
5301059,SWEETWATER CREEK
5301062,HACK CREEK
5301063,EGERIA CREEK
5301064,ROCK CREEK
5301065,COLORADO RIVER
5301066,SWEETWATER CREEK
5301067,ELK CREEK
5301068,SHEEP CREEK
5301069,ROCK CREEK
5301070,EGERIA CREEK
5301071,EGERIA CREEK
5301074,SWEETWATER CREEK
5301075,SWEETWATER CREEK
5301076,EGERIA CREEK
5301077,EGERIA CREEK
5301078,TOPONAS CREEK
5301079,EGERIA CREEK
5301080,COLORADO RIVER
5301081,COLORADO RIVER
5301082,EGERIA CREEK
5301083,TOPONAS CREEK
5301084,RED DIRT CREEK
5301085,RED DIRT CREEK
5301099,YARMONY CREEK
5301100,YARMONY CREEK
5301101,SHEEP CREEK
5301102,COLORADO RIVER
5301103,EGERIA CREEK
5301104,EGERIA CREEK
5301105,COLORADO RIVER
5301106,SHEEP CREEK
5301107,COLORADO RIVER
5301109,BLACKTAIL CREEK
5301110,ROCK CREEK
5301112,COLORADO RIVER
5301114,COLORADO RIVER
5301116,SWEETWATER CREEK
5301117,TOPONAS CREEK
5301121,SWEETWATER CREEK
5301122,TOPONAS CREEK
5301123,EGERIA CREEK
5301124,ELK CREEK
5301127,SWEETWATER CREEK
5301128,HORSE CREEK
5301129,HORSE CREEK
5301130,HORSE CREEK
5301131,TEPEE CREEK
5301133,EGERIA CREEK
5301134,EGERIA CREEK
5301135,EGERIA CREEK
5301136,CABIN CREEK
5301137,SKINNER BRANCH
5301139,RED DIRT CREEK
5301140,DERBY CREEK
5301141,COLORADO RIVER
5301142,COLORADO RIVER
5301144,SHEEP CREEK
5301145,SWEETWATER CREEK
5301146,FRENCH CREEK
5301147,COLORADO RIVER
5301148,CABIN CREEK
5301149,COLORADO RIVER
5301150,COLORADO RIVER
5301151,COLORADO RIVER
5301152,COLORADO RIVER
5301153,COLORADO RIVER
5301159,COLORADO RIVER
5301160,EGERIA CREEK
5301161,SWEETWATER CREEK
5301162,CABIN CREEK
5301163,MASON CREEK
5301165,NORTH FORK CEDAR CREEK
5301167,ANTELOPE CREEK
5301168,HORSE CREEK
5301170,EGERIA CREEK
5301171,EGERIA CREEK
5301172,COLORADO RIVER
5301173,COLORADO RIVER
5301174,SWEETWATER CREEK
5301175,TURRET CREEK
5301176,SWEETWATER CREEK
5301177,TEPEE CREEK
5301178,MASON CREEK
5301179,COLORADO RIVER
5301180,COLORADO RIVER
5301181,COLORADO RIVER
5301182,SWEETWATER CREEK
5301183,SWEETWATER CREEK
5301184,SWEETWATER CREEK
5301185,SWEETWATER CREEK
5301186,SWEETWATER CREEK
5301187,COLORADO RIVER
5301188,COLORADO RIVER
5303500,SWEETWATER CREEK
5303501,SWEETWATER CREEK
5303502,SWEETWATER CREEK
5303503,TURRET CREEK
5303504,TURRET CREEK
5303507,COLORADO RIVER
5303514,HACK CREEK
5303515,RED DIRT CREEK
5303516,EGERIA CREEK
5303517,EGERIA CREEK
5303518,EGERIA CREEK
5303519,SWEETWATER CREEK
5303521,SWEETWATER CREEK
5303522,COLORADO RIVER
5303567,RED DIRT CREEK
5303568,RED DIRT CREEK
5303572,SHEEP CREEK
5303573,SHEEP CREEK
5303574,COLORADO RIVER
5303575,SHEEP CREEK
5303576,SHEEP CREEK
5303578,SHEEP CREEK
5303579,SHEEP CREEK
5303580,SHEEP CREEK
5303581,COLORADO RIVER
5303582,COLORADO RIVER
5303583,COLORADO RIVER
5303584,COLORADO RIVER
5303585,SHEEP CREEK
5303586,SHEEP CREEK
5303591,SWEETWATER CREEK
5303592,SWEETWATER CREEK
5303593,EGERIA CREEK
5303594,EGERIA CREEK
5303595,KING CREEK
5303598,TEPEE CREEK
5303599,TEPEE CREEK
5303600,TEPEE CREEK
5303607,SHEEP CREEK
5303625,SWEETWATER CREEK
5303626,SWEETWATER CREEK
5303627,SWEETWATER CREEK
5303628,SWEETWATER CREEK
5303630,SWEETWATER CREEK
5303631,SWEETWATER CREEK
5303632,SWEETWATER CREEK
5303633,SWEETWATER CREEK
5303634,SWEETWATER CREEK
5303635,SWEETWATER CREEK
5303636,SWEETWATER CREEK
5303637,SWEETWATER CREEK
5303638,SWEETWATER CREEK
5303639,SWEETWATER CREEK
5303640,SWEETWATER CREEK
5303901,SWEETWATER CREEK
5303952,KING CREEK
5303953,COLORADO RIVER
5303954,SWEETWATER CREEK
5303955,MORRIS CREEK
5303956,YARMONY CREEK
5303957,MORRIS CREEK
5303958,CABIN CREEK
5303959,EGERIA CREEK
5303960,SOUTH FORK DERBY CREEK
5303961,EGERIA CREEK
5303962,EGERIA CREEK
5303963,SKINNER BRANCH
5303964,ROCK CREEK
5303966,RED DIRT CREEK
5303968,ROCK CREEK
5303969,EGERIA CREEK
5303970,ELK CREEK
5303972,HORSE CREEK
5303973,SKINNER BRANCH
5303974,SHEEP CREEK
5303975,SHEEP CREEK
5303976,SHEEP CREEK
5303977,DERBY CREEK
5303978,EGERIA CREEK
5303979,EGERIA CREEK
5303980,SHEEP CREEK
5303981,COLORADO RIVER
5303982,SUNNYSIDE CREEK
5303983,YARMONY CREEK
5303985,HORSE CREEK
5303986,TOPONAS CREEK
5303987,GRIZZLY CREEK
5303988,KING CREEK
5303989,SUTTON CREEK
5303990,MUDDY CREEK
5303991,EGERIA CREEK
5303992,EGERIA CREEK
5303993,EGERIA CREEK
5303994,HORSE CREEK
5303995,EGERIA CREEK
5303996,SWEETWATER CREEK
5303998,TEPEE CREEK
5303999,TOPONAS CREEK
5304000,ROCK CREEK
5304001,TOPONAS CREEK
5304002,WILLOW CREEK
5304003,WILLOW CREEK
5304004,ELK CREEK
5304005,YARMONY CREEK
5304009,DEEP CREEK
5304011,EGERIA CREEK
5304015,DEEP CREEK
5304016,EGERIA CREEK
5304020,SOUTH FORK DERBY CREEK
5304027,ELK CREEK
5304028,ROCK CREEK
5304029,SUNNYSIDE CREEK
5304030,COLORADO RIVER
5304031,RED DIRT CREEK
5304032,KING CREEK
5304033,EGERIA CREEK
5304037,MASON CREEK
5304038,EGERIA CREEK
5304039,EGERIA CREEK
5304040,EGERIA CREEK
5304041,EGERIA CREEK
5304042,SWEETWATER CREEK
5304043,SWEETWATER CREEK
5304051,ANTELOPE CREEK
5304056,SUNNYSIDE CREEK
5304057,SUNNYSIDE CREEK
5304058,SUNNYSIDE CREEK
5304059,SWEETWATER CREEK
5305000,GROUNDWATER: TOPONAS CREEK
5305005,GROUNDWATER: ROCK CREEK
5305008,GROUNDWATER: COLORADO RIVER
5305009,GROUNDWATER: COLORADO RIVER
5305015,EGERIA CREEK
5305017,TRAIL CREEK
5305025,COLORADO RIVER
5305026,COLORADO RIVER
5305029,ROCK CREEK
5305030,ROCK CREEK
5305031,YARMONY CREEK
5305032,ROCK CREEK
5305037,COLORADO RIVER
5305042,COLORADO RIVER
5305046,ELK CREEK
5305059,COLORADO RIVER
5305061,GROUNDWATER: ROCK CREEK
5305069,COLORADO RIVER
5305075,COLORADO RIVER
5305077,ROCK CREEK
5305078,ROCK CREEK
5305079,ROCK CREEK
5305080,ROCK CREEK
5305081,ROCK CREEK
5305082,ROCK CREEK
5305083,ROCK CREEK
5305085,GROUNDWATER: ROCK CREEK
5305091,COLORADO RIVER
5305102,COLORADO RIVER
5305103,TRAIL CREEK
5305104,ELK CREEK
5305107,COLORADO RIVER
5305113,ELK CREEK
5305115,RED DIRT CREEK
5305117,SWEETWATER CREEK
5305121,RED DIRT CREEK
5305123,ELK CREEK
5305127,SWEETWATER CREEK
5305128,SWEETWATER CREEK
5305131,SWEETWATER CREEK
5305135,TURRET CREEK
5305136,GROUNDWATER: EGERIA CREEK
5305139,EGERIA CREEK
5305147,ROCK CREEK
5305148,ROCK CREEK
5305149,ROCK CREEK
5305151,GROUNDWATER: COLORADO RIVER
5305165,CABIN CREEK
5305166,SWEETWATER CREEK
5305168,SWEETWATER CREEK
5305169,COLORADO RIVER
5305170,YARMONY CREEK
5305179,GROUNDWATER: COLORADO RIVER
5305202,SWEETWATER CREEK
5305204,SWEETWATER CREEK
5305205,SWEETWATER CREEK
5305211,ROCK CREEK
5305212,ELK CREEK
5305213,ELK CREEK
5305242,DEEP CREEK
5305245,GROUNDWATER: COLORADO RIVER
5305246,GROUNDWATER: COLORADO RIVER
5305247,GROUNDWATER: COLORADO RIVER
5305248,GROUNDWATER: COLORADO RIVER
5305249,GROUNDWATER: COLORADO RIVER
5305250,GROUNDWATER: COLORADO RIVER
5305251,GROUNDWATER: COLORADO RIVER
5305256,COLORADO RIVER
5305258,COLORADO RIVER
5305261,ANTELOPE CREEK
5305262,ANTELOPE CREEK
5305264,COLORADO RIVER
5305265,ELK CREEK
5305266,ELK CREEK
5305267,GROUNDWATER: HACK CREEK
5305268,GROUNDWATER: HACK CREEK
5305270,GROUNDWATER: YARMONY CREEK
5305271,SWEETWATER CREEK
5305272,SWEETWATER CREEK
5305273,SWEETWATER CREEK
5305274,GROUNDWATER: SWEETWATER CREEK
5305275,GROUNDWATER: SWEETWATER CREEK
5305276,GROUNDWATER: SWEETWATER CREEK
5305277,YARMONY CREEK
5305279,RED DIRT CREEK
5305396,GROUNDWATER: COLORADO RIVER
5305397,GROUNDWATER: COLORADO RIVER
5305398,GROUNDWATER: COLORADO RIVER
5305399,GROUNDWATER: COLORADO RIVER
5305400,GROUNDWATER: COLORADO RIVER
5305401,GROUNDWATER: COLORADO RIVER
5305402,GROUNDWATER: SHEEP CREEK
5305403,GROUNDWATER: COLORADO RIVER
5305404,GROUNDWATER: YARMONY CREEK
5305405,GROUNDWATER: YARMONY CREEK
5305406,GROUNDWATER: ELK CREEK
5305407,GROUNDWATER: ELK CREEK
5305408,GROUNDWATER: ELK CREEK
5305409,GROUNDWATER: RED DIRT CREEK
5305410,GROUNDWATER: ANTELOPE CREEK
5305411,GROUNDWATER: ELK CREEK
5305412,GROUNDWATER: ELK CREEK
5305413,GROUNDWATER: ELK CREEK
5305414,ELK CREEK
5305415,ELK CREEK
5305416,GROUNDWATER: COLORADO RIVER
5305417,GROUNDWATER: COLORADO RIVER
5305418,GROUNDWATER: COLORADO RIVER
5305419,GROUNDWATER: COLORADO RIVER
5305429,GROUNDWATER: COLORADO RIVER
5305430,GROUNDWATER: COLORADO RIVER
5305431,GROUNDWATER: COLORADO RIVER
5305432,GROUNDWATER: COLORADO RIVER
5305433,GROUNDWATER: COLORADO RIVER
5305434,GROUNDWATER: COLORADO RIVER
5305437,GROUNDWATER: SWEETWATER CREEK
5305438,GROUNDWATER: SWEETWATER CREEK
5305439,GROUNDWATER: SWEETWATER CREEK
5305440,GROUNDWATER: SWEETWATER CREEK
5305441,GROUNDWATER: SWEETWATER CREEK
5305443,COLORADO RIVER
5305444,COLORADO RIVER
5305447,GROUNDWATER: COLORADO RIVER
5305448,GROUNDWATER: COLORADO RIVER
5305449,GROUNDWATER: DEEP CREEK
5305452,SWEETWATER CREEK
5305453,SWEETWATER CREEK
5305454,GROUNDWATER: COLORADO RIVER
5306672,COLORADO RIVER
5309001,COLORADO RIVER
5309029,COLORADO RIVER
7000500,CARR CREEK
7000501,DRY FORK ROAN CREEK
7000502,ROAN CREEK
7000503,DRY FORK ROAN CREEK
7000504,KIMBALL CREEK
7000505,CONN CREEK
7000506,CONN CREEK
7000507,ROAN CREEK
7000508,DRY FORK ROAN CREEK
7000509,BRUSH CREEK
7000510,CARR CREEK
7000511,BRUSH CREEK
7000512,BRUSH CREEK
7000513,CLEAR CREEK
7000514,ROAN CREEK
7000515,CONN CREEK
7000516,KIMBALL CREEK
7000517,KIMBALL CREEK
7000518,CONN CREEK
7000519,CONN CREEK
7000520,COLORADO RIVER
7000521,CLEAR CREEK
7000522,CLEAR CREEK
7000523,CONN CREEK
7000524,CONN CREEK
7000525,CONN CREEK
7000526,KIMBALL CREEK
7000527,CONN CREEK
7000528,DRY FORK ROAN CREEK
7000529,DRY FORK ROAN CREEK
7000530,ROAN CREEK
7000531,COLORADO RIVER
7000532,COLORADO RIVER
7000533,DRY FORK ROAN CREEK
7000534,DRY FORK ROAN CREEK
7000535,DRY FORK ROAN CREEK
7000536,DRY FORK ROAN CREEK
7000537,KIMBALL CREEK
7000538,CARR CREEK
7000539,CARR CREEK
7000540,CARR CREEK
7000541,CARR CREEK
7000542,KIMBALL CREEK
7000543,CLEAR CREEK
7000544,KIMBALL CREEK
7000545,CLEAR CREEK
7000546,ROAN CREEK
7000547,DRY FORK ROAN CREEK
7000548,CLEAR CREEK
7000549,CARR CREEK
7000550,ROAN CREEK
7000551,CLEAR CREEK
7000552,BRUSH CREEK
7000553,DRY FORK ROAN CREEK
7000554,ROAN CREEK
7000555,KIMBALL CREEK
7000556,KIMBALL CREEK
7000557,KIMBALL CREEK
7000558,COLORADO RIVER
7000559,BRUSH CREEK
7000561,CLEAR CREEK
7000562,CLEAR CREEK
7000563,ROAN CREEK
7000564,ROAN CREEK
7000565,DRY FORK ROAN CREEK
7000566,ROAN CREEK
7000567,KIMBALL CREEK
7000568,CARR CREEK
7000569,ROAN CREEK
7000570,ROAN CREEK
7000571,ROAN CREEK
7000572,CLEAR CREEK
7000573,CARR CREEK
7000574,ROAN CREEK
7000575,DRY FORK ROAN CREEK
7000576,COLORADO RIVER
7000577,COLORADO RIVER
7000578,CLEAR CREEK
7000579,ROAN CREEK
7000580,ROAN CREEK
7000581,ROAN CREEK
7000582,BRUSH CREEK
7000583,ROAN CREEK
7000584,ROAN CREEK
7000585,ROAN CREEK
7000586,ROAN CREEK
7000587,DRY FORK ROAN CREEK
7000588,ROAN CREEK
7000589,BRUSH CREEK
7000590,CLEAR CREEK
7000591,ROAN CREEK
7000592,ROAN CREEK
7000593,DRY FORK ROAN CREEK
7000594,ROAN CREEK
7000595,ROAN CREEK
7000596,CARR CREEK
7000597,ROAN CREEK
7000598,CONN CREEK
7000599,COLORADO RIVER
7000600,COLORADO RIVER
7000601,BRUSH CREEK
7000602,BRUSH CREEK
7000603,BRUSH CREEK
7000604,BRUSH CREEK
7000605,DRY FORK ROAN CREEK
7000606,DRY FORK ROAN CREEK
7000607,DRY FORK ROAN CREEK
7000608,DRY FORK ROAN CREEK
7000609,DRY FORK ROAN CREEK
7000610,DRY FORK ROAN CREEK
7000612,DRY FORK ROAN CREEK
7000614,CONN CREEK
7000615,CONN CREEK
7000616,CONN CREEK
7000617,CONN CREEK
7000618,ROAN CREEK
7000619,DRY FORK ROAN CREEK
7000627,DRY FORK ROAN CREEK
7000628,CARR CREEK
7000629,KIMBALL CREEK
7000631,ROAN CREEK
7000634,KIMBALL CREEK
7000635,KIMBALL CREEK
7000636,GROUNDWATER: COLORADO RIVER
7000637,DRY FORK ROAN CREEK
7000638,ROAN CREEK
7000639,CARR CREEK
7000640,COLORADO RIVER
7000642,BRUSH CREEK
7000643,CLEAR CREEK
7000644,COLORADO RIVER
7000645,DRY FORK ROAN CREEK
7003513,BRUSH CREEK
7003514,BRUSH CREEK
7003528,KIMBALL CREEK
7003539,EAST FORK CONN CREEK
7003589,DRY FORK ROAN CREEK
7003590,BRUSH CREEK
7003591,CARR CREEK
7003592,CONN CREEK
7003593,CONN CREEK
7003594,CLEAR CREEK
7003599,ROAN CREEK
7003600,DRY FORK ROAN CREEK
7003601,COLORADO RIVER
7003602,ROAN CREEK
7003603,ROAN CREEK
7003604,DRY FORK ROAN CREEK
7003608,CARR CREEK
7003609,COLORADO RIVER
7003610,DRY FORK ROAN CREEK
7003611,ROAN CREEK
7003620,DRY FORK ROAN CREEK
7003621,DRY FORK ROAN CREEK
7003622,DRY FORK ROAN CREEK
7003623,DRY FORK ROAN CREEK
7003624,DRY FORK ROAN CREEK
7003625,DRY FORK ROAN CREEK
7003626,DRY FORK ROAN CREEK
7003627,DRY FORK ROAN CREEK
7003628,DRY FORK ROAN CREEK
7003629,DRY FORK ROAN CREEK
7003630,DRY FORK ROAN CREEK
7003631,DRY FORK ROAN CREEK
7003632,DRY FORK ROAN CREEK
7003633,DRY FORK ROAN CREEK
7003634,DRY FORK ROAN CREEK
7003635,DRY FORK ROAN CREEK
7003636,DRY FORK ROAN CREEK
7003637,DRY FORK ROAN CREEK
7003638,DRY FORK ROAN CREEK
7005000,GROUNDWATER: ROAN CREEK
7005001,GROUNDWATER: DRY FORK ROAN CREEK
7005002,GROUNDWATER: ROAN CREEK
7005003,GROUNDWATER: ROAN CREEK
7005004,GROUNDWATER: SOUTH DRY FORK
7005005,GROUNDWATER: ROAN CREEK
7005006,GROUNDWATER: KIMBALL CREEK
7005007,GROUNDWATER: KIMBALL CREEK
7005008,GROUNDWATER: KIMBALL CREEK
7005014,DRY FORK ROAN CREEK
7005016,GROUNDWATER: ROAN CREEK
7005017,GROUNDWATER: ROAN CREEK
7005040,GROUNDWATER: ROAN CREEK
7005048,GROUNDWATER: ROAN CREEK
7005055,ROAN CREEK
7005059,GROUNDWATER: CONN CREEK
7005060,GROUNDWATER: ROAN CREEK
7005061,GROUNDWATER: ROAN CREEK
7005062,GROUNDWATER: ROAN CREEK
7005083,GROUNDWATER: ROAN CREEK
7005091,GROUNDWATER: ROAN CREEK
7005094,DRY FORK ROAN CREEK
7005095,DRY FORK ROAN CREEK
7005098,DRY FORK ROAN CREEK
7005099,GROUNDWATER: ROAN CREEK
7005107,DRY FORK ROAN CREEK
7005108,DRY FORK ROAN CREEK
7005110,DRY FORK ROAN CREEK
7005111,DRY FORK ROAN CREEK
7005114,ROAN CREEK
7005136,CLEAR CREEK
7005137,CLEAR CREEK
7005138,CONN CREEK
7005139,CONN CREEK
7005140,CONN CREEK
7005141,CLEAR CREEK
7005142,CLEAR CREEK
7005143,CONN CREEK
7005144,CONN CREEK
7005145,CLEAR CREEK
7005146,CONN CREEK
7005147,CLEAR CREEK
7005148,CLEAR CREEK
7005149,CONN CREEK
7005150,CONN CREEK
7005151,CONN CREEK
7005152,CONN CREEK
7005153,CONN CREEK
7005154,CONN CREEK
7005155,CONN CREEK
7005156,CONN CREEK
7005157,CONN CREEK
7005158,CONN CREEK
7005159,CONN CREEK
7005188,CLEAR CREEK
7005189,CLEAR CREEK
7005190,CLEAR CREEK
7005191,CLEAR CREEK
7005192,CLEAR CREEK
7005193,CLEAR CREEK
7005194,CLEAR CREEK
7005195,CLEAR CREEK
7005196,CLEAR CREEK
7005197,CLEAR CREEK
7005198,CLEAR CREEK
7005199,CLEAR CREEK
7005200,CLEAR CREEK
7005201,CLEAR CREEK
7005202,CLEAR CREEK
7005203,CLEAR CREEK
7005204,CLEAR CREEK
7005205,CLEAR CREEK
7005206,CLEAR CREEK
7005207,CLEAR CREEK
7005208,CLEAR CREEK
7005209,CLEAR CREEK
7005210,CLEAR CREEK
7005211,CLEAR CREEK
7005212,CLEAR CREEK
7005213,CLEAR CREEK
7005214,CLEAR CREEK
7005215,CLEAR CREEK
7005216,CLEAR CREEK
7005217,CLEAR CREEK
7005218,CLEAR CREEK
7005219,CLEAR CREEK
7005220,CLEAR CREEK
7005221,CLEAR CREEK
7005222,CLEAR CREEK
7005223,CLEAR CREEK
7005224,CLEAR CREEK
7005225,CLEAR CREEK
7005226,CLEAR CREEK
7005227,CLEAR CREEK
7005228,CLEAR CREEK
7005293,ROAN CREEK
7005297,BRUSH CREEK
7005298,GROUNDWATER: BRUSH CREEK
7005299,GROUNDWATER: BRUSH CREEK
7005300,GROUNDWATER: BRUSH CREEK
7005301,GROUNDWATER: BRUSH CREEK
7200500,COLORADO RIVER
7200501,SMALLEY GULCH
7200502,BUZZARD CREEK
7200503,COLLIER CREEK
7200504,PLATEAU CREEK
7200505,GROVE CREEK
7200507,LEON CREEK
7200508,LEON CREEK
7200509,PLATEAU CREEK
7200510,COLORADO RIVER
7200511,COLORADO RIVER
7200512,COLORADO RIVER
7200513,COLORADO RIVER
7200514,MESA CREEK
7200515,PLATEAU CREEK
7200516,MESA CREEK
7200517,TATE CREEK
7200518,MESA CREEK
7200519,MESA CREEK
7200520,COON CREEK
7200521,WALLACE GULCH
7200522,SALT CREEK
7200523,PLATEAU CREEK
7200524,TATE CREEK
7200525,BIG CREEK
7200526,COON CREEK
7200527,COON CREEK
7200528,MESA CREEK
7200529,MESA CREEK
7200530,BIG CREEK
7200531,GROVE CREEK
7200532,GROVE CREEK
7200533,BIG CREEK
7200534,COON CREEK
7200535,MESA CREEK
7200536,SPRING CREEK
7200537,SPRING CREEK
7200538,PLATEAU CREEK
7200540,PLATEAU CREEK
7200541,MESA CREEK
7200543,BULL CREEK
7200544,SPRING CREEK
7200545,MESA CREEK
7200546,BULL CREEK
7200547,MESA CREEK
7200548,COLORADO RIVER
7200549,COON CREEK
7200550,BRUSH CREEK
7200551,BRUSH CREEK
7200552,BRUSH CREEK
7200553,BRUSH CREEK
7200554,SINK CREEK
7200555,BIG CREEK
7200556,EAST SALT CREEK
7200557,BULL CREEK
7200558,BULL CREEK
7200559,WILLOW CREEK
7200560,BIG SALT WASH
7200561,BUZZARD CREEK
7200562,SPRING CREEK
7200563,COLORADO RIVER
7200564,BIG SALT WASH
7200565,BUZZARD CREEK
7200566,SALT CREEK
7200567,COTTONWOOD CREEK
7200568,PLATEAU CREEK
7200569,CHENEY CREEK
7200570,COLORADO RIVER
7200571,COLORADO RIVER
7200572,PLATEAU CREEK
7200573,PLATEAU CREEK
7200574,BIG CREEK
7200575,SPRING CREEK
7200576,BULL CREEK
7200578,COLLIER CREEK
7200579,BUZZARD CREEK
7200580,KIMBALL CREEK
7200581,COON CREEK
7200582,CHENEY CREEK
7200584,PLATEAU CREEK
7200585,EAST SALT CREEK
7200586,MESA CREEK
7200587,COON CREEK
7200588,BUZZARD CREEK
7200589,RAPID CREEK
7200590,WEST SALT CREEK
7200591,COTTONWOOD CREEK
7200592,SPRING CREEK
7200593,WATSON CREEK
7200594,BIG CREEK
7200595,EAST SALT CREEK
7200596,COTTONWOOD CREEK
7200599,COTTONWOOD CREEK
7200600,COON CREEK
7200601,SPRING CREEK
7200602,BULL CREEK
7200603,COTTONWOOD CREEK
7200604,HAWXHURST CREEK
7200605,PLATEAU CREEK
7200606,DEER CREEK
7200607,BIG CREEK
7200608,BIG SALT WASH
7200610,SPRING CREEK
7200611,SPRING CREEK
7200612,COLORADO RIVER
7200613,RAPID CREEK
7200614,WEST PORTER CREEK
7200615,PLATEAU CREEK
7200616,PLATEAU CREEK
7200617,GROVE CREEK
7200618,PLATEAU CREEK
7200619,PLATEAU CREEK
7200620,BULL CREEK
7200621,COTTONWOOD CREEK
7200622,WEST SALT CREEK
7200623,PLATEAU CREEK
7200624,BULL CREEK
7200625,BULL CREEK
7200626,COTTONWOOD CREEK
7200627,PLATEAU CREEK
7200628,PLATEAU CREEK
7200629,BIG SALT WASH
7200630,COLORADO RIVER
7200631,GROVE CREEK
7200632,COLORADO RIVER
7200633,BIG CREEK
7200634,PLATEAU CREEK
7200636,WEST SALT CREEK
7200637,GROVE CREEK
7200639,REED WASH
7200640,PLATEAU CREEK
7200641,RAPID CREEK
7200642,COLORADO RIVER
7200643,BIG CREEK
7200645,COLORADO RIVER
7200646,COLORADO RIVER
7200647,RAPID CREEK
7200648,COLORADO RIVER
7200649,GROVE CREEK
7200650,BUZZARD CREEK
7200651,BUZZARD CREEK
7200652,BUZZARD CREEK
7200653,BUZZARD CREEK
7200654,BUZZARD CREEK
7200656,COTTONWOOD CREEK
7200657,MESA CREEK
7200658,GROVE CREEK
7200659,BIG CREEK
7200660,PLATEAU CREEK
7200661,BIG SALT WASH
7200662,PLATEAU CREEK
7200663,COON CREEK
7200664,REED WASH
7200665,OAK CREEK
7200666,COON CREEK
7200667,WALLACE GULCH
7200668,WALLACE GULCH
7200669,COON CREEK
7200670,COON CREEK
7200671,WALLACE GULCH
7200672,WALLACE GULCH
7200673,BIG CREEK
7200674,BIG CREEK
7200675,HAWXHURST CREEK
7200676,WEST HAWXHURST CREEK
7200677,WALLACE GULCH
7200678,WALLACE GULCH
7200679,WALLACE GULCH
7200686,MIDDLETON CREEK
7200687,BULL CREEK
7200691,BUZZARD CREEK
7200693,BUZZARD CREEK
7200694,SALT CREEK
7200695,SALT CREEK
7200696,SALT CREEK
7200697,SALT CREEK
7200698,PLATEAU CREEK
7200699,PLATEAU CREEK
7200700,MESA CREEK
7200701,SPRING CREEK
7200703,PLATEAU CREEK
7200704,COTTONWOOD CREEK
7200705,EAST SALT CREEK
7200706,BULL CREEK
7200707,BULL CREEK
7200708,COLORADO RIVER
7200709,COLORADO RIVER
7200710,COLORADO RIVER
7200711,PLATEAU CREEK
7200712,MESA CREEK
7200713,COON CREEK
7200714,PLATEAU CREEK
7200715,WALLACE GULCH
7200716,WALLACE GULCH
7200717,WALLACE GULCH
7200718,BULL CREEK
7200719,BULL CREEK
7200720,BULL CREEK
7200721,BIG CREEK
7200722,KIMBALL CREEK
7200723,SALT CREEK
7200724,RAPID CREEK
7200725,COLORADO RIVER
7200726,MESA CREEK
7200727,EAST BRANCH WEST SALT CREEK
7200728,SALT CREEK
7200729,BIG CREEK
7200730,LEON CREEK
7200731,MESA CREEK
7200732,COLORADO RIVER
7200733,PORTER CREEK
7200734,SPRING CREEK
7200735,COTTONWOOD CREEK
7200737,COTTONWOOD CREEK
7200739,BRUSH CREEK
7200740,EAST BRANCH REED WASH
7200741,COON CREEK
7200742,KIMBALL CREEK
7200743,COLORADO RIVER
7200744,LEON CREEK
7200745,COLORADO RIVER
7200746,LEON CREEK
7200748,GROVE CREEK
7200749,COLLIER CREEK
7200750,PLATEAU CREEK
7200751,LITTLE CREEK
7200752,LEON CREEK
7200753,RAPID CREEK
7200754,LEACH CREEK
7200755,BUZZARD CREEK
7200756,PLATEAU CREEK
7200757,BIG CREEK
7200760,KIMBALL CREEK
7200762,COLORADO RIVER
7200763,MESA CREEK
7200764,RAPID CREEK
7200765,RAPID CREEK
7200766,MESA CREEK
7200767,PLATEAU CREEK
7200768,BIG CREEK
7200769,SMALLEY GULCH
7200770,EAST SALT CREEK
7200771,COLORADO RIVER
7200772,PLATEAU CREEK
7200773,COLORADO RIVER
7200774,HAWXHURST CREEK
7200775,HAWXHURST CREEK
7200776,COON CREEK
7200777,KIMBALL CREEK
7200778,PLATEAU CREEK
7200779,SPRING CREEK
7200780,SPRING CREEK
7200781,TATE CREEK
7200782,TATE CREEK
7200783,COLORADO RIVER
7200784,MESA CREEK
7200786,MESA CREEK
7200788,BIG SALT WASH
7200789,BIG SALT WASH
7200790,MIDDLETON CREEK
7200791,BRUSH CREEK
7200792,COLORADO RIVER
7200793,MESA CREEK
7200794,COON CREEK
7200795,EAST SALT CREEK
7200796,COLORADO RIVER
7200797,SPRING CREEK
7200798,COLORADO RIVER
7200799,COTTONWOOD CREEK
7200802,COLORADO RIVER
7200803,SPRING CREEK
7200804,SPRING CREEK
7200805,GROVE CREEK
7200806,BULL CREEK
7200808,KIMBALL CREEK
7200809,PLATEAU CREEK
7200810,SALT CREEK
7200811,BRUSH CREEK
7200812,RAPID CREEK
7200813,COLORADO RIVER
7200814,PLATEAU CREEK
7200817,COLORADO RIVER
7200818,BIG CREEK
7200819,PLATEAU CREEK
7200820,PLATEAU CREEK
